ranking,country,regional_indicator,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,year,month
136,Uganda,Sub-Saharan Africa,4.1894,1.97369,0.65864,66,0.56366,0.44562,0.13222,2019,6
136,Uganda,Sub-Saharan Africa,4.1894,1.97369,0.65864,66,0.56366,0.44562,0.13222,2019,7
136,Uganda,Sub-Saharan Africa,4.1894,1.97369,0.65864,66,0.56366,0.44562,0.13222,2019,8
136,Uganda,Sub-Saharan Africa,4.1894,1.97369,0.65864,66,0.56366,0.44562,0.13222,2019,9
136,Uganda,Sub-Saharan Africa,4.1894,1.97369,0.65864,66,0.56366,0.44562,0.13222,2019,10
136,Uganda,Sub-Saharan Africa,4.1894,1.97369,0.65864,66,0.56366,0.44562,0.13222,2019,11
136,Uganda,Sub-Saharan Africa,4.1894,1.97369,0.65864,66,0.56366,0.44562,0.13222,2019,12
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,1
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,2
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,3
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,4
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,5
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,6
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,7
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,8
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,9
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,10
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,11
137,Egypt,Middle East and North Africa,4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,12
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,1
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,2
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,3
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,4
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,5
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,6
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,7
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,8
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,9
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,10
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,11
138,Zambia,Sub-Saharan Africa,4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,12
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,1
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,2
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,3
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,4
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,5
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,6
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,7
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,8
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,9
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,10
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,11
139,Togo,Sub-Saharan Africa,4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,12
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,1
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,2
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,3
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,4
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,5
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,6
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,7
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,8
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,9
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,10
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,11
140,India,South Asia,4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,12
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,1
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,2
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,3
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,4
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,5
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,6
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,7
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,8
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,9
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,10
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,11
141,Liberia,Sub-Saharan Africa,3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,12
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,1
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,2
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,3
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,4
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,5
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,6
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,7
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,8
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,9
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,10
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,11
142,Comoros,Sub-Saharan Africa,3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,12
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,1
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,2
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,3
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,4
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,5
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,6
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,7
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,8
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,9
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,10
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,11
143,Madagascar,Sub-Saharan Africa,3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,12
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,1
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,2
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,3
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,4
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,5
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,6
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,7
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,8
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,9
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,10
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,11
144,Lesotho,Sub-Saharan Africa,3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,12
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,1
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,2
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,3
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,4
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,5
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,6
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,7
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,8
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,9
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,10
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,11
145,Burundi,Sub-Saharan Africa,3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,12
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,1
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,2
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,3
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,4
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,5
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,6
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,7
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,8
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,9
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,10
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,11
146,Zimbabwe,Sub-Saharan Africa,3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,12
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,1
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,2
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,3
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,4
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,5
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,6
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,7
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,8
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,9
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,10
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,11
147,Haiti,Latin America and Caribbean,3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,12
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,1
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,2
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,3
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,4
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,5
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,6
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,7
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,8
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,9
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,10
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,11
148,Botswana,Sub-Saharan Africa,3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,12
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,1
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,2
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,3
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,4
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,5
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,6
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,7
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,8
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,9
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,10
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,11
149,Syria,Middle East and North Africa,3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,12
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,1
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,2
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,3
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,4
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,5
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,6
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,7
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,8
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,9
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,10
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,11
150,Malawi,Sub-Saharan Africa,3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,12
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,1
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,2
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,3
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,4
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,5
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,6
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,7
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,8
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,9
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,10
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,11
151,Yemen,Middle East and North Africa,3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,12
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,1
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,2
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,3
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,4
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,5
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,6
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,7
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,8
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,9
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,10
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,11
152,Rwanda,Sub-Saharan Africa,3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,12
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,1
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,2
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,3
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,4
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,5
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,6
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,7
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,8
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,9
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,10
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,11
153,Tanzania,Sub-Saharan Africa,3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,12
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,1
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,2
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,3
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,4
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,5
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,6
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,7
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,8
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,9
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,10
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,11
154,Afghanistan,South Asia,3.2033,2.07608,0.31842,64,0.0,0.27951,0.05495,2019,12
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,1
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,2
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,3
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,4
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,5
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,6
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,7
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,8
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,9
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,10
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,11
155,Central African Republic,Sub-Saharan Africa,3.083,0.15681,0.0,59,0.35688,0.41541,0.07791,2019,12
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,1
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,2
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,3
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,4
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,5
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,6
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,7
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,8
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,9
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,10
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,11
156,South Sudan,Sub-Saharan Africa,2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,12
1,Finland,Western Europe,7.8087,8.36344,0.96896,72,0.95535,0.28022,0.10373,2020,1
1,Finland,Western Europe,7.8087,8.36344,0.96896,72,0.95535,0.28022,0.10373,2020,2
1,Finland,Western Europe,7.8087,8.36344,0.96896,72,0.95535,0.28022,0.10373,2020,3
1,Finland,Western Europe,7.8087,8.36344,0.96896,72,0.95535,0.28022,0.10373,2020,4
1,Finland,Western Europe,7.8087,8.36344,0.96896,72,0.95535,0.28022,0.10373,2020,5
1,Finland,Western Europe,7.8087,8.36344,0.96896,72,0.95535,0.28022,0.10373,2020,6
