ranking,country,regional_indicator,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,year,month
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,1
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,2
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,3
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,4
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,5
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,6
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,7
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,8
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,9
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,10
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,11
1,Switzerland,Western Europe,7.587,8.26132,0.9624,73,0.99379,0.37289,0.23941,2015,12
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,1
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,2
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,3
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,4
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,5
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,6
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,7
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,8
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,9
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,10
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,11
2,Iceland,Western Europe,7.561,7.70416,1.0,73,0.93884,0.54819,0.74371,2015,12
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,1
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,2
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,3
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,4
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,5
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,6
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,7
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,8
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,9
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,10
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,11
3,Denmark,Western Europe,7.527,7.84114,0.9703,70,0.96962,0.42894,0.12382,2015,12
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,1
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,2
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,3
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,4
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,5
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,6
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,7
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,8
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,9
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,10
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,11
4,Norway,Western Europe,7.522,8.631,0.94917,71,1.0,0.43598,0.3386,2015,12
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,1
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,2
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,3
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,4
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,5
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,6
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,7
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,8
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,9
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,10
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,11
5,Canada,North America and ANZ,7.427,7.84595,0.94322,71,0.94511,0.5756,0.40285,2015,12
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,1
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,2
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,3
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,4
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,5
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,6
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,7
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,8
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,9
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,10
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,11
6,Finland,Western Europe,7.406,7.63273,0.94012,71,0.95813,0.29339,0.25039,2015,12
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,1
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,2
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,3
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,4
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,5
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,6
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,7
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,8
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,9
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,10
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,11
7,Netherlands,Western Europe,7.378,7.8646,0.91295,71,0.91942,0.59821,0.42357,2015,12
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,1
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,2
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,3
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,4
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,5
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,6
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,7
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,8
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,9
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,10
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,11
8,Sweden,Western Europe,7.364,7.87799,0.9193,72,0.98517,0.45562,0.2056,2015,12
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,1
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,2
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,3
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,4
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,5
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,6
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,7
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,8
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,9
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,10
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,11
9,New Zealand,North America and ANZ,7.286,7.39573,0.94112,72,0.95468,0.59683,0.22231,2015,12
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,1
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,2
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,3
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,4
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,5
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,6
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,7
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,8
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,9
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,10
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,11
10,Australia,North America and ANZ,7.284,7.88909,0.93368,72,0.97239,0.54734,0.35431,2015,12
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,1
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,2
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,3
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,4
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,5
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,6
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,7
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,8
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,9
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,10
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,11
11,Israel,Middle East and North Africa,7.278,7.26786,0.87285,72,0.61695,0.41679,0.85894,2015,12
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,1
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,2
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,3
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,4
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,5
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,6
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,7
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,8
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,9
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,10
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,11
12,Costa Rica,Latin America and Caribbean,7.226,5.65412,0.88279,70,0.94629,0.32036,0.80826,2015,12
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,1
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,2
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,3
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,4
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,5
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,6
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,7
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,8
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,9
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,10
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,11
13,Austria,Western Europe,7.2,7.91067,0.92498,71,0.93222,0.41574,0.66161,2015,12
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,1
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,2
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,3
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,4
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,5
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,6
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,7
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,8
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,9
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,10
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,11
14,Mexico,Latin America and Caribbean,7.187,6.03719,0.65218,68,0.71941,0.17683,0.61385,2015,12
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,1
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,2
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,3
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,4
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,5
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,6
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,7
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,8
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,9
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,10
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,11
15,United States,North America and ANZ,7.119,8.24951,0.88938,70,0.8153,0.50391,0.7121,2015,12
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,1
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,2
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,3
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,4
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,5
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,6
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,7
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,8
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,9
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,10
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,11
16,Brazil,Latin America and Caribbean,6.983,5.80471,0.87922,64,0.73237,0.18312,0.68253,2015,12
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,1
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,2
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,3
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,4
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,5
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,6
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,7
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,8
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,9
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,10
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,11
17,Luxembourg,Western Europe,6.946,9.25162,0.86977,72,0.91952,0.35223,0.31515,2015,12
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,1
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,2
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,3
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,4
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,5
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,6
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,7
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,8
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,9
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,10
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,11
18,Ireland,Western Europe,6.94,7.90313,0.97664,71,0.92242,0.57673,0.47994,2015,12
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,1
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,2
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,3
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,4
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,5
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,6
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,7
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,8
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,9
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,10
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,11
19,Belgium,Western Europe,6.937,7.73666,0.91687,71,0.87274,0.27956,0.59161,2015,12
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,1
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,2
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,3
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,4
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,5
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,6
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,7
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,8
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,9
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,10
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,11
20,United Arab Emirates,Middle East and North Africa,6.901,8.44328,0.80283,68,0.95795,0.33205,0.30091,2015,12
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,1
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,2
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,3
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,4
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,5
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,6
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,7
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,8
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,9
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,10
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,11
21,United Kingdom,Western Europe,6.867,7.4915,0.91674,72,0.89029,0.65226,0.41899,2015,12
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,1
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,2
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,3
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,4
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,5
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,6
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,7
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,8
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,9
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,10
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,11
22,Oman,Middle East and North Africa,6.853,8.04603,0.7715,66,0.94476,0.27067,0.4107,2015,12
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,1
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,2
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,3
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,4
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,5
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,6
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,7
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,8
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,9
23,Venezuela,Latin America and Caribbean,6.81,6.1774,0.89569,65,0.64068,0.07339,0.79944,2015,10
